Position,Track Name,Artist,Streams,URL,Week,Embed
1,Easy On Me,Adele,57081735,https://open.spotify.com/track/0gplL1WMoJ6iYaPgMCL0gX,10/22/2021,https://open.spotify.com/embed/track/0gplL1WMoJ6iYaPgMCL0gX?utm_source_generator
2,STAY (with Justin Bieber),The Kid LAROI,43772708,https://open.spotify.com/track/5PjdY0CKGZdEuoNab3yDmX,10/22/2021,https://open.spotify.com/embed/track/5PjdY0CKGZdEuoNab3yDmX?utm_source_generator
3,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,38131363,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk,10/22/2021,https://open.spotify.com/embed/track/5Z9KJZvQzH6PFmb8SNkxuk?utm_source_generator
4,Heat Waves,Glass Animals,30071945,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx,10/22/2021,https://open.spotify.com/embed/track/02MWAaffLxlfxAUY7c5dvx?utm_source_generator
5,MONEY,LISA,27961856,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q,10/22/2021,https://open.spotify.com/embed/track/7hU3IHwjX150XLoTVmjD0q?utm_source_generator
6,Cold Heart - PNAU Remix,Elton John,27674586,https://open.spotify.com/track/7rglLriMNBPAyuJOMGwi39,10/22/2021,https://open.spotify.com/embed/track/7rglLriMNBPAyuJOMGwi39?utm_source_generator
7,Moth To A Flame (with The Weeknd),Swedish House Mafia,27137069,https://open.spotify.com/track/2gpWyfu7eZ01zzncHpxOtA,10/22/2021,https://open.spotify.com/embed/track/2gpWyfu7eZ01zzncHpxOtA?utm_source_generator
8,Shivers,Ed Sheeran,26334187,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r,10/22/2021,https://open.spotify.com/embed/track/75MNhvTCCKsST3YqqUiU9r?utm_source_generator
9,My Universe,Coldplay,25632159,https://open.spotify.com/track/46HNZY1i7O6jwTA7Slo2PI,10/22/2021,https://open.spotify.com/embed/track/46HNZY1i7O6jwTA7Slo2PI?utm_source_generator
10,Pepas,Farruko,25389829,https://open.spotify.com/track/2B4GHvToeLTOBB4QLzW3Ni,10/22/2021,https://open.spotify.com/embed/track/2B4GHvToeLTOBB4QLzW3Ni?utm_source_generator
11,Bad Habits,Ed Sheeran,25037944,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,10/22/2021,https://open.spotify.com/embed/track/6PQ88X9TkUIAUIZJHW2upE?utm_source_generator
12,Woman,Doja Cat,23187278,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4,10/22/2021,https://open.spotify.com/embed/track/6Uj1ctrBOjOas8xZXGqKk4?utm_source_generator
13,love nwantiti (ah ah ah),CKay,21602782,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g,10/22/2021,https://open.spotify.com/embed/track/2Xr1dTzJee307rmrkt8c0g?utm_source_generator
14,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay,20904632,https://open.spotify.com/track/4gvrJnKCKIPiacNsWVQwEU,10/22/2021,https://open.spotify.com/embed/track/4gvrJnKCKIPiacNsWVQwEU?utm_source_generator
15,THATS WHAT I WANT,Lil Nas X,19629995,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO,10/22/2021,https://open.spotify.com/embed/track/0e8nrvls4Qqv5Rfa2UhqmO?utm_source_generator
16,good 4 u,Olivia Rodrigo,19615891,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG,10/22/2021,https://open.spotify.com/embed/track/4ZtFanR9U6ndgddUvNcjcG?utm_source_generator
17,Beggin',Måneskin,19093598,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e,10/22/2021,https://open.spotify.com/embed/track/3Wrjm47oTz2sjIgck11l5e?utm_source_generator
18,Need to Know,Doja Cat,18735754,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi,10/22/2021,https://open.spotify.com/embed/track/3Vi5XqYrmQgOYBajMWSvCi?utm_source_generator
19,Life Goes On,Oliver Tree,18033866,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC,10/22/2021,https://open.spotify.com/embed/track/0eu4C55hL6x29mmeAjytzC?utm_source_generator
20,MONTERO (Call Me By Your Name),Lil Nas X,17707419,https://open.spotify.com/track/1SC5rEoYDGUK4NfG82494W,10/22/2021,https://open.spotify.com/embed/track/1SC5rEoYDGUK4NfG82494W?utm_source_generator
21,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,17479060,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB,10/22/2021,https://open.spotify.com/embed/track/4gzsuuZypVbxs0Af1LSZyB?utm_source_generator
22,Kiss Me More (feat. SZA),Doja Cat,16903484,https://open.spotify.com/track/3DarAbFujv6eYNliUTyqtz,10/22/2021,https://open.spotify.com/embed/track/3DarAbFujv6eYNliUTyqtz?utm_source_generator
23,Happier Than Ever,Billie Eilish,16337007,https://open.spotify.com/track/4RVwu0g32PAqgUiJoXsdF8,10/22/2021,https://open.spotify.com/embed/track/4RVwu0g32PAqgUiJoXsdF8?utm_source_generator
24,Meet Me At Our Spot,THE ANXIETY,14407480,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG,10/22/2021,https://open.spotify.com/embed/track/07MDkzWARZaLEdKxo6yArG?utm_source_generator
25,traitor,Olivia Rodrigo,13885924,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT,10/22/2021,https://open.spotify.com/embed/track/5CZ40GBx1sQ9agT82CLQCT?utm_source_generator
26,Yonaguni,Bad Bunny,13772019,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS,10/22/2021,https://open.spotify.com/embed/track/2JPLbjOn0wPCngEot2STUS?utm_source_generator
27,Levitating (feat. DaBaby),Dua Lipa,13423842,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,10/22/2021,https://open.spotify.com/embed/track/5nujrmhLynf4yMoMtj8AQF?utm_source_generator
28,Blinding Lights,The Weeknd,13224267,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,10/22/2021,https://open.spotify.com/embed/track/0VjIjW4GlUZAMYd2vXMi3b?utm_source_generator
29,Where Are You Now,Lost Frequencies,12984890,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z,10/22/2021,https://open.spotify.com/embed/track/3uUuGVFu1V7jTQL60S1r8z?utm_source_generator
30,Way 2 Sexy (with Future & Young Thug),Drake,12916861,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG,10/22/2021,https://open.spotify.com/embed/track/0k1WUmIRnG3xU6fvvDVfRG?utm_source_generator
31,Todo De Ti,Rauw Alejandro,12449056,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9,10/22/2021,https://open.spotify.com/embed/track/5RwV8BvLfX5injfqYodke9?utm_source_generator
32,Volví,Aventura,12319249,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi,10/22/2021,https://open.spotify.com/embed/track/2vmfvSoZBFAt9hhRoEByLi?utm_source_generator
33,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,12221046,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI,10/22/2021,https://open.spotify.com/embed/track/4iJyoBOLtHqaGxP12qzhQI?utm_source_generator
34,Ghost,Justin Bieber,11973226,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G,10/22/2021,https://open.spotify.com/embed/track/6I3mqTwhRpn34SLVafSH7G?utm_source_generator
35,Take My Breath,The Weeknd,11416437,https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u,10/22/2021,https://open.spotify.com/embed/track/6M3PsepEj5gyJoIi7Xvr7u?utm_source_generator
36,Knife Talk (with 21 Savage ft. Project Pat),Drake,11187706,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6,10/22/2021,https://open.spotify.com/embed/track/2BcMwX1MPV6ZHP4tUT9uq6?utm_source_generator
37,Better Days (NEIKED x Mae Muller x Polo G),NEIKED,11145764,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH,10/22/2021,https://open.spotify.com/embed/track/6f5ExP43esnvdKPddwKXJH?utm_source_generator
38,Don't Be Shy,Tiësto,11037411,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB,10/22/2021,https://open.spotify.com/embed/track/0bI7K9Becu2dtXK1Q3cZNB?utm_source_generator
39,Índigo,Camilo,10959583,https://open.spotify.com/track/4knc1Fp3kbuq8bH2byOvLu,10/22/2021,https://open.spotify.com/embed/track/4knc1Fp3kbuq8bH2byOvLu?utm_source_generator
40,Sweater Weather,The Neighbourhood,10933896,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,10/22/2021,https://open.spotify.com/embed/track/2QjOHCTQ1Jl3zawyYOpxh6?utm_source_generator
41,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",DJ Snake,10721446,https://open.spotify.com/track/6IPNp9PfaEqrzotY47TIWy,10/22/2021,https://open.spotify.com/embed/track/6IPNp9PfaEqrzotY47TIWy?utm_source_generator
42,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry,10539963,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ,10/22/2021,https://open.spotify.com/embed/track/6Dy1jexKYriXAVG6evyUTJ?utm_source_generator
43,drivers license,Olivia Rodrigo,10374877,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH,10/22/2021,https://open.spotify.com/embed/track/5wANPM4fQCJwkGd4rN57mH?utm_source_generator
44,Nostálgico,Rvssian,10357608,https://open.spotify.com/track/2BEcap3xJtmiPaHKyfQi4e,10/22/2021,https://open.spotify.com/embed/track/2BEcap3xJtmiPaHKyfQi4e?utm_source_generator
45,Rolling in the Deep,Adele,10310443,https://open.spotify.com/track/6IAZHEBUIGJ6NJKxxOBIEr,10/22/2021,https://open.spotify.com/embed/track/6IAZHEBUIGJ6NJKxxOBIEr?utm_source_generator
46,In Da Getto,J Balvin,10291022,https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn,10/22/2021,https://open.spotify.com/embed/track/1q0PYXTbDsirp2l74ng6pn?utm_source_generator
47,I Love You So,The Walters,10262474,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc,10/22/2021,https://open.spotify.com/embed/track/4SqWKzw0CbA05TGszDgMlc?utm_source_generator
48,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,10259967,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy,10/22/2021,https://open.spotify.com/embed/track/37BZB0z9T8Xu7U3e65qxFy?utm_source_generator
49,When We Were Young,Adele,10175687,https://open.spotify.com/track/6O5TrlFWTYvznd9fMC0VvU,10/22/2021,https://open.spotify.com/embed/track/6O5TrlFWTYvznd9fMC0VvU?utm_source_generator
50,Fair Trade (with Travis Scott),Drake,9973992,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS,10/22/2021,https://open.spotify.com/embed/track/40iJIUlhi6renaREYGeIDS?utm_source_generator
51,Someone Like You,Adele,9913123,https://open.spotify.com/track/5lkpeJwmQKgY3bX2zChjxX,10/22/2021,https://open.spotify.com/embed/track/5lkpeJwmQKgY3bX2zChjxX?utm_source_generator
52,I WANNA BE YOUR SLAVE,Måneskin,9563071,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk,10/22/2021,https://open.spotify.com/embed/track/4pt5fDVTg5GhEvEtlz9dKk?utm_source_generator
53,Qué Más Pues?,J Balvin,9419912,https://open.spotify.com/track/6D2TCm4nf5nxAcdGJ7w3QP,10/22/2021,https://open.spotify.com/embed/track/6D2TCm4nf5nxAcdGJ7w3QP?utm_source_generator
54,Butter,BTS,9298514,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN,10/22/2021,https://open.spotify.com/embed/track/2bgTY4UwhfBYhGT4HUYStN?utm_source_generator
55,Watermelon Sugar,Harry Styles,9255630,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,10/22/2021,https://open.spotify.com/embed/track/6UelLqGlWMcVH1E5c4H7lY?utm_source_generator
56,Sobrio,Maluma,9136128,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w,10/22/2021,https://open.spotify.com/embed/track/4HzqWEdAbzcVFDv0pvxV4w?utm_source_generator
57,Cúrame,Rauw Alejandro,9031819,https://open.spotify.com/track/3PwRuzdphgedcWVUOVYJ7I,10/22/2021,https://open.spotify.com/embed/track/3PwRuzdphgedcWVUOVYJ7I?utm_source_generator
58,Don't Go Yet,Camila Cabello,9026594,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad,10/22/2021,https://open.spotify.com/embed/track/1058fW9H3fZA6QjYCdOBad?utm_source_generator
59,2055,Sleepy Hallow,9017915,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo,10/22/2021,https://open.spotify.com/embed/track/4XvcHTUfIlWfyJTRG0aqlo?utm_source_generator
60,Ley Seca,Jhay Cortez,8999782,https://open.spotify.com/track/3JCaq3KDSROg3TXhdiDa9n,10/22/2021,https://open.spotify.com/embed/track/3JCaq3KDSROg3TXhdiDa9n?utm_source_generator
61,Volando - Remix,Mora,8987748,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe,10/22/2021,https://open.spotify.com/embed/track/0G2zPzWqVjR68iNPmx2TBe?utm_source_generator
62,Get Into It (Yuh),Doja Cat,8987303,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb,10/22/2021,https://open.spotify.com/embed/track/0W6I02J9xcqK8MtSeosEXb?utm_source_generator
63,Bored,Billie Eilish,8903542,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ,10/22/2021,https://open.spotify.com/embed/track/04sN26COy28wTXYj3dMoiZ?utm_source_generator
64,LALISA,LISA,8733074,https://open.spotify.com/track/7uQZVznj0uQOGC9KhV2Mg6,10/22/2021,https://open.spotify.com/embed/track/7uQZVznj0uQOGC9KhV2Mg6?utm_source_generator
65,Love In The Dark,Adele,8700679,https://open.spotify.com/track/0DuWDLjriRPjDRoPgaCslY,10/22/2021,https://open.spotify.com/embed/track/0DuWDLjriRPjDRoPgaCslY?utm_source_generator
66,DÁKITI,Bad Bunny,8486902,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,10/22/2021,https://open.spotify.com/embed/track/4MzXwWMhyBbmu6hOcLVD49?utm_source_generator
67,deja vu,Olivia Rodrigo,8476710,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr,10/22/2021,https://open.spotify.com/embed/track/6HU7h9RYOaPRFeh0R3UeAr?utm_source_generator
68,Leave The Door Open,Bruno Mars,8473436,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh,10/22/2021,https://open.spotify.com/embed/track/7MAibcTli4IisCtbHKrGMh?utm_source_generator
69,Let Somebody Go,Coldplay,8466440,https://open.spotify.com/track/4cGqn0E8JCSY9gQllQj4Mf,10/22/2021,https://open.spotify.com/embed/track/4cGqn0E8JCSY9gQllQj4Mf?utm_source_generator
70,Praise God,Kanye West,8442448,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T,10/22/2021,https://open.spotify.com/embed/track/0WSEq9Ko4kFPt8yo3ICd6T?utm_source_generator
71,The Feels,TWICE,8218507,https://open.spotify.com/track/6pgqZ7Iw4LfHlfgWWaRFSY,10/22/2021,https://open.spotify.com/embed/track/6pgqZ7Iw4LfHlfgWWaRFSY?utm_source_generator
72,Toxic,BoyWithUke,8207738,https://open.spotify.com/track/2kaNmAbqrtOf7Rdr3fnCWl,10/22/2021,https://open.spotify.com/embed/track/2kaNmAbqrtOf7Rdr3fnCWl?utm_source_generator
73,Someone You Loved,Lewis Capaldi,8093151,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,10/22/2021,https://open.spotify.com/embed/track/7qEHsqek33rTcFNT9PFqLf?utm_source_generator
74,AM Remix,Nio Garcia,7945432,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho,10/22/2021,https://open.spotify.com/embed/track/05bfbizlM5AX6Mf1RRyMho?utm_source_generator
75,Happier Than Ever - Edit,Billie Eilish,7943576,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo,10/22/2021,https://open.spotify.com/embed/track/32BeYxKPrig1LefHsC0Xuo?utm_source_generator
76,Dynamite,BTS,7887222,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc,10/22/2021,https://open.spotify.com/embed/track/4saklk6nie3yiGePpBwUoc?utm_source_generator
77,Dark Red,Steve Lacy,7841243,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk,10/22/2021,https://open.spotify.com/embed/track/37y7iDayfwm3WXn5BiAoRk?utm_source_generator
78,Mood (feat. iann dior),24kGoldn,7775765,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m,10/22/2021,https://open.spotify.com/embed/track/4jPy3l0RUwlUI9T5XHBW2m?utm_source_generator
79,Coração Cachorro,Avine Vinny,7736903,https://open.spotify.com/track/2RGIuYTsyyHoOCqW0krvNE,10/22/2021,https://open.spotify.com/embed/track/2RGIuYTsyyHoOCqW0krvNE?utm_source_generator
80,París,Ingratax,7734010,https://open.spotify.com/track/4bF2y8rR7GUjrd5LNEvej3,10/22/2021,https://open.spotify.com/embed/track/4bF2y8rR7GUjrd5LNEvej3?utm_source_generator
81,Don't Start Now,Dua Lipa,7711027,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,10/22/2021,https://open.spotify.com/embed/track/3PfIrDoz19wz7qK7tYeu62?utm_source_generator
82,lovely (with Khalid),Billie Eilish,7694309,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,10/22/2021,https://open.spotify.com/embed/track/0u2P5u6lvoDfwTYjAADbn4?utm_source_generator
83,edamame (feat. Rich Brian),bbno$,7645950,https://open.spotify.com/track/5rW7qTn83sCKtqBoneJs63,10/22/2021,https://open.spotify.com/embed/track/5rW7qTn83sCKtqBoneJs63?utm_source_generator
84,Leave Before You Love Me (with Jonas Brothers),Marshmello,7615439,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1,10/22/2021,https://open.spotify.com/embed/track/4qu63nuBpdn0qHUHuObEj1?utm_source_generator
85,happier,Olivia Rodrigo,7511975,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl,10/22/2021,https://open.spotify.com/embed/track/2tGvwE8GcFKwNdAXMnlbfl?utm_source_generator
86,You Right,Doja Cat,7509911,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez,10/22/2021,https://open.spotify.com/embed/track/0k4d5YPDr1r7FX77VdqWez?utm_source_generator
87,Girls Want Girls (with Lil Baby),Drake,7401769,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3,10/22/2021,https://open.spotify.com/embed/track/37Nqx7iavZpotJSDXZWbJ3?utm_source_generator
88,Freaks,Surf Curse,7357397,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr,10/22/2021,https://open.spotify.com/embed/track/7EkWXAI1wn8Ii883ecd9xr?utm_source_generator
89,WFM,Realestk,7349418,https://open.spotify.com/track/18ddJHQ7CUzNBiy55L0Xjj,10/22/2021,https://open.spotify.com/embed/track/18ddJHQ7CUzNBiy55L0Xjj?utm_source_generator
90,Permission to Dance,BTS,7320278,https://open.spotify.com/track/5eXBXreN3d1zdj6Sa8dS0u,10/22/2021,https://open.spotify.com/embed/track/5eXBXreN3d1zdj6Sa8dS0u?utm_source_generator
91,family ties (with Kendrick Lamar),Baby Keem,7254503,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN,10/22/2021,https://open.spotify.com/embed/track/3QFInJAm9eyaho5vBzxInN?utm_source_generator
92,Acapulco,Jason Derulo,7159146,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ,10/22/2021,https://open.spotify.com/embed/track/3eJH2nAjvNXdmPfBkALiPZ?utm_source_generator
93,Hurricane,Kanye West,7137680,https://open.spotify.com/track/6Hfu9sc7jvv6coyy2LlzBF,10/22/2021,https://open.spotify.com/embed/track/6Hfu9sc7jvv6coyy2LlzBF?utm_source_generator
94,Jugaste y Sufrí,Eslabon Armado,7123703,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4,10/22/2021,https://open.spotify.com/embed/track/3NqBxTOMCJ3zW9CIP51td4?utm_source_generator
95,Save Your Tears,The Weeknd,6991524,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,10/22/2021,https://open.spotify.com/embed/track/5QO79kh1waicV47BqGRL3g?utm_source_generator
96,Arranhão - Ao Vivo,Henrique & Juliano,6983967,https://open.spotify.com/track/4u06FbRh6FvV2FQZkouzCw,10/22/2021,https://open.spotify.com/embed/track/4u06FbRh6FvV2FQZkouzCw?utm_source_generator
97,I GUESS I'M IN LOVE,Clinton Kane,6971735,https://open.spotify.com/track/1is8gU4RVcN4J8xItxWoOY,10/22/2021,https://open.spotify.com/embed/track/1is8gU4RVcN4J8xItxWoOY?utm_source_generator
98,The Business,Tiësto,6956608,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN,10/22/2021,https://open.spotify.com/embed/track/6f3Slt0GbA2bPZlz0aIFXN?utm_source_generator
99,Set Fire to the Rain,Adele,6944280,https://open.spotify.com/track/7j4OmvkjRz0PrjFADlHfQx,10/22/2021,https://open.spotify.com/embed/track/7j4OmvkjRz0PrjFADlHfQx?utm_source_generator
100,Entre Nosotros,Tiago PZK,6877208,https://open.spotify.com/track/6w8yBI2vthyN9UnwO4UBWb,10/22/2021,https://open.spotify.com/embed/track/6w8yBI2vthyN9UnwO4UBWb?utm_source_generator
101,Believer,Imagine Dragons,6872303,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,10/22/2021,https://open.spotify.com/embed/track/0pqnGHJpmpxLKifKRmU6WP?utm_source_generator
102,Yellow,Coldplay,6865019,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,10/22/2021,https://open.spotify.com/embed/track/3AJwUDP919kvQ9QcozQPxg?utm_source_generator
103,Before You Go,Lewis Capaldi,6787357,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,10/22/2021,https://open.spotify.com/embed/track/2gMXnyrvIjhVBUZwvLZDMP?utm_source_generator
104,Astronaut In The Ocean,Masked Wolf,6761255,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC,10/22/2021,https://open.spotify.com/embed/track/6E90gq0KO6FYZVOXx8kCcC?utm_source_generator
105,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",Skylar Grey,6715888,https://open.spotify.com/track/5W8HXMOMLtXLz0RGKUtnlZ,10/22/2021,https://open.spotify.com/embed/track/5W8HXMOMLtXLz0RGKUtnlZ?utm_source_generator
106,Miénteme,TINI,6701862,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc,10/22/2021,https://open.spotify.com/embed/track/0cOa970mzTWAxKtltpkpLc?utm_source_generator
107,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton,6699045,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl,10/22/2021,https://open.spotify.com/embed/track/4cG7HUWYHBV6R6tHn1gxrl?utm_source_generator
108,Love Tonight - Edit,Shouse,6688243,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP,10/22/2021,https://open.spotify.com/embed/track/6OufwUcCqo81guU2jAlDVP?utm_source_generator
109,Tiroteo - Remix,Marc Seguí,6671589,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i,10/22/2021,https://open.spotify.com/embed/track/4OwhwvKESFtuu06dTgct7i?utm_source_generator
110,Love Again,Dua Lipa,6614907,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB,10/22/2021,https://open.spotify.com/embed/track/4rPkN1FMzQyFNP9cLUGIIB?utm_source_generator
111,Pareja Del Año,Sebastian Yatra,6534563,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM,10/22/2021,https://open.spotify.com/embed/track/2rCbl9naJYhaxjLsfx88uM?utm_source_generator
112,Perfect,Ed Sheeran,6522655,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,10/22/2021,https://open.spotify.com/embed/track/0tgVpDi06FyKpA1z0VMD4v?utm_source_generator
113,Dance Monkey,Tones And I,6514055,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30,10/22/2021,https://open.spotify.com/embed/track/2N8m6CYs74qQO4mjVcXO30?utm_source_generator
114,Una Nota,J Balvin,6483349,https://open.spotify.com/track/7iqOIHHEmu6Vhw25GgQ2eA,10/22/2021,https://open.spotify.com/embed/track/7iqOIHHEmu6Vhw25GgQ2eA?utm_source_generator
115,Chosen (feat. Ty Dolla $ign),Blxst,6447197,https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ,10/22/2021,https://open.spotify.com/embed/track/1dIWPXMX4kRHj6Dt2DStUQ?utm_source_generator
116,Ain't Shit,Doja Cat,6439753,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm,10/22/2021,https://open.spotify.com/embed/track/5lAnYvAIkSDNXqfo7DyFUm?utm_source_generator
117,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,6412696,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,10/22/2021,https://open.spotify.com/embed/track/0RiRZpuVRbi7oqRdSMwhQY?utm_source_generator
118,Está Dañada,Ivan Cornejo,6400419,https://open.spotify.com/track/6G2xXQRSZlEzYsUEb3uvuR,10/22/2021,https://open.spotify.com/embed/track/6G2xXQRSZlEzYsUEb3uvuR?utm_source_generator
119,Circles,Post Malone,6382880,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,10/22/2021,https://open.spotify.com/embed/track/21jGcNKet2qwijlDFuPiPb?utm_source_generator
120,positions,Ariana Grande,6361686,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,10/22/2021,https://open.spotify.com/embed/track/35mvY5S1H3J2QZyna3TFe0?utm_source_generator
121,Like I Can,Sam Smith,6302703,https://open.spotify.com/track/0mJBiaODgK0XjOLCN5fItq,10/22/2021,https://open.spotify.com/embed/track/0mJBiaODgK0XjOLCN5fItq?utm_source_generator
122,Ateo,C. Tangana,6286891,https://open.spotify.com/track/5xiAfKzE3mbxYbOkUZPR11,10/22/2021,https://open.spotify.com/embed/track/5xiAfKzE3mbxYbOkUZPR11?utm_source_generator
123,Another Love,Tom Odell,6261857,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ,10/22/2021,https://open.spotify.com/embed/track/7jtQIBanIiJOMS6RyCx6jZ?utm_source_generator
124,Shape of You,Ed Sheeran,6254369,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,10/22/2021,https://open.spotify.com/embed/track/7qiZfU4dY1lWllzX7mPBI3?utm_source_generator
125,Classic,MKTO,6252786,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg,10/22/2021,https://open.spotify.com/embed/track/6FE2iI43OZnszFLuLtvvmg?utm_source_generator
126,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",DJ Patrick Muniz,6239005,https://open.spotify.com/track/0DsPj89zlY3Us7xb5cXK5h,10/22/2021,https://open.spotify.com/embed/track/0DsPj89zlY3Us7xb5cXK5h?utm_source_generator
127,RAPSTAR,Polo G,6225850,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg,10/22/2021,https://open.spotify.com/embed/track/18vXApRmJSgQ6wG2ll9AOg?utm_source_generator
128,Dandelions,Ruth B.,6204526,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV,10/22/2021,https://open.spotify.com/embed/track/2eAvDnpXP5W0cVtiI0PUxV?utm_source_generator
